,text,class
786,"Lovely place, amazing and authentic asian food. Not for the ones who like Indian flavours and spices in global cuisines. 
Soups are a must try.
Starters have a nice variety of mushrooms, tofu and dumplings.
Pat thai noodles were well prepared, burnt garlic fried rice was very good
Desserts are just fine, can be missed
Must have Jasmine Tea post dinner. One of the best flavoured tea in Kolkata.
Overall an amazing asian food experience.",positive
3076,We ordered Chicken Hakka Chow mein and Chicken with capsicum..was feeling very nistalgic...since my childhood we have been eating there..we find the food healthy n tasty..pocket friendly too..the Chicken with capsicum was non spicy but tasty..Hakka Chow mein was very tasty as well...a good restaurant👍,positive
4712,"Located on the 4th Floor of Axis Mall beside the Mehek e Punjab booze counter.
The restaurant is crumbled with tables.
Coming to the food we had Fish in Chilli Oyster Sauce and Five Veg Rice with Mixed meat. The fish was tender and tasted amazing with the pieces being decent. The taste of the rice was beyond expectation with adequate condiments.
Availed Zomato Gold and it was a steal deal.",positive
5440,"Chinese cooking is renowned throughout the world. Chinese food has a distinctive culinary style all its own. The emphasis is on fresh, seasonal ingredients, prepared with a minimum of fuss and beautifully balanced for color, texture, and presentation. The development and diversity of the delights of Chinese food are also representative of China’s long history. This veritable banquet in its preparation and presentation typifies all of the culture and culinary arts that have been perfected over centuries and is a comprehensive amalgam of taste, instruments, and manners.
                                                ...Read full post on gourmetgator.wordpress.com",positive
2592,"The city of joy is buzzing with new restaurants and joints where new cuisines and theme's are prime.
But what about spending some time with Wok-Style , Asian food in a fuss free environment which fits your pocket.
Welcome to Wokaholic!
We hogged on to:

Fried Fish
Stir Fried Chilli Prawn.
Chilli Basil Rice
Lemon Iced Tea.

Food here is one of a kind.
This place is one among those well organized place for people looking for a fulfilling meal.
The concept is very unique which includes one balanced meal including all the required nutrients in a single box.
Wokaholic infuses a sense of innovation and urgency in meal with a hint of difference totally complimenting the urban living.",positive
10600,"I visited this place recently with my friends for lunch. The place was clean and the staffs were very polite and helpful. We had chicken drumsticks as starter, the taste was tangy yet decent. For main course we had mixed fried rice, which contained decent amount of chicken, egg and prawns and was huge in portion. The gravy of chili fish and manchurian chicken tasted pretty similar to me, but the food quality was good.",negative
3046,"Sometimes it is difficult to cook the very first meal of the day, especially when you are a lazy and late riser. But they say breakfast is the most important meal of the day. So  Sinjini and I decided to explore a breakfast buffet. I have heard about the new 4-star property of the city Holiday Inn and its dine Social Kitchen. So I planned to pen down a comprehensive review.
                                                ...Read full post on forklens.com",positive
158,"Conveniently located and nice interiors. Had very high expectations from this place... But it managed to disappoint us! We had ordered the jumbo combo non veg... Unfortunately this non veg combo had less of non veg and more of veg combinations! Also, of the very few non veg options available.. these were all fried frozen products which is available in the market readily! These weren't even fully fried and cooked and hence we got them replaced again.... Not a good experience..",negative
4553,"Visited this place after a long time and it didn't like up to the expectation. We ordered puchka pizza where were different and delicious at the same time. After which we ordered sizzling mixed sauce pasta along with fresh lime soda. The pasta was good and the presentation was done well.
We then ordered veg lasagne which took like forever to come. We waited around 40-50 min which exhausted us and in no mood to have anything else. The food was good enough but the service needs to improve.",negative
2696,"Make sure you check out the timings of various dishes before you land up here as only certain items from the menu are available at specific portions of the day. The staff is extremely kind, but they are not knowledgable about their own dishes and try to push out products that are faster to serve rather than those which actually taste good. The masala tea is horrendous, and do not try the vegetable pakoras - they actually served pakoras made of carrots and shimla mirch, which were horrific in taste.",negative
6761,"Situated near Golpark, the decor is nice within a small area. Food quality is above average. The kitkat shake, chicken nuggets and the grilled chicken sandwich served were good to taste. Had a pleasant visit!!😊",positive
1732,"Food quality is good, restaurant is completely veg so a great opportunity for the people who avoid going to restaurant serving veg & non veg both",positive
5549,"I had heard much about this place so I went to explore this food joint with my friend..The decor was extremely eye catching and soothing too..Small pots with plants, paintings on the walls-all made the atmosphere very relaxing and cozy..We had Bacon wrapped prawns, which is among the best that I have tried till now...The bacon was soft and it was so well prepared that it melted in the mouth..the other dish we tried was Chicken Steak With Coriander and Lime Sauce..The steak was soft and the coriander and lime sauce added great flavours to the dish..A must visit place!!",positive
